54408.3711 14.18 0.01 14.08 0.0994024631441
54410.2435 14.24 0.01 14.14 0.0992813653593
54412.2656 14.28 0.01 14.18 0.100160978086
54413.9509 14.29 0.01 14.18 0.105070194172
54414.1976 14.33 0.01 14.23 0.101288336421
54416.2162 14.36 0.01 14.25 0.105487101905
54418.2233 14.42 0.01 14.31 0.106367219996
54421.1914 14.53 0.09 14.42 0.107498466246
54427.2001 14.61 0.01 14.5 0.107789415237
54430.7763 14.71 0.07 14.6 0.105482387747
54443.2188 14.82 0.01 14.71 0.107200209567
54447.1715 14.88 0.01 14.77 0.106960226639
54448.836 14.83 0.01 14.72 0.106382255288
54458.1687 15.04 0.01 14.93 0.10673404597
54466.0946 15.19 0.01 15.08 0.107138459905
54477.8166 15.43 0.03 15.32 0.108477187719
54478.1015 15.45 0.01 15.34 0.107819287157
54501.1398 16.13 0.02 16.02 0.109444416356
54506.1216 16.5 0.06 16.39 0.108269475401
